Unnamed: 0,MSE,PSNR,NMI,SSIM,Site,Session,SoftwareVersion,Temperature
,0.003165029150233,32.19890784886179,1.4469829402367016,0.9753231048228276,137-0027,2024-07-31 09_19_03,rc8.8.0_Beta1,28.0
,0.003165029150233,32.19890784886179,1.4469829402367016,0.9753231048228276,137-0027,2024-07-31 09_19_03,rc8.8.0_Beta1,28.0
,0.0025975487472375,34.096123903526745,1.47510519478432,0.9790857962104758,137-0027,2024-08-07 08_46_09,rc8.8.0_Beta1,28.0
,0.0025975487472375,34.096123903526745,1.47510519478432,0.9790857962104758,137-0027,2024-08-07 08_46_09,rc8.8.0_Beta1,28.0
,0.0030721171858756,32.790039040306894,1.4550602098142202,0.9751487636314704,137-0027,2024-08-08 08_47_51,rc8.8.0_Beta1,28.0
,0.0030721171858756,32.790039040306894,1.4550602098142202,0.9751487636314704,137-0027,2024-08-08 08_47_51,rc8.8.0_Beta1,28.0
,0.0027314060759136,33.65725830415403,1.467745060173601,0.9777409517239374,137-0027,2024-08-12 08_45_56,rc8.8.0_Beta1,28.0
,0.0027314060759136,33.65725830415403,1.467745060173601,0.9777409517239374,137-0027,2024-08-12 08_45_56,rc8.8.0_Beta1,28.0
,0.0026948008706385,33.550760350500106,1.4663835311753894,0.97754897449447,137-0027,2024-08-01 09_14_00,rc8.8.0_Beta1,28.0
,0.0026948008706385,33.550760350500106,1.4663835311753894,0.97754897449447,137-0027,2024-08-01 09_14_00,rc8.8.0_Beta1,28.0
,0.0028589714731038,33.406208032760674,1.4665794157206644,0.977583238618594,137-0027,2024-08-13 08_44_46,rc8.8.0_Beta1,27.0
,0.0028589714731038,33.406208032760674,1.4665794157206644,0.977583238618594,137-0027,2024-08-13 08_44_46,rc8.8.0_Beta1,27.0
,0.0028352790712707,33.634719377210075,1.4663865843097583,0.9766678206280136,137-0027,2024-08-15 09_26_34,rc8.8.0_Beta1,27.0
,0.0028352790712707,33.634719377210075,1.4663865843097583,0.9766678206280136,137-0027,2024-08-15 09_26_34,rc8.8.0_Beta1,27.0
,0.0029661353740848,33.56331259894471,1.4640502814364071,0.9747995439701336,137-0027,2024-08-19 08_57_54,rc8.8.0_Beta1,27.0
,0.0029661353740848,33.56331259894471,1.4640502814364071,0.9747995439701336,137-0027,2024-08-19 08_57_54,rc8.8.0_Beta1,27.0
